S2_B4,S2_B5,S2_B6,S2_B7,S2_B8,L8_B4,L8_B5,L8_B6,L8_B7,Year,Month,Predicted Soil Moisture
0.0836,0.1321,0.2422,0.2753,0.279,0.08303,0.259113,0.218591,0.149168,2023,10,0.11411489
0.2603,0.2848,0.301,0.3092,0.3249,0.219279,0.280123,0.310799,0.292525,2020,11,0.09885172
0.1193,0.171,0.3051,0.3379,0.3511,0.223816,0.301298,0.352901,0.311624,2020,12,0.10023558
0.2666,0.2938,0.30635,0.31795,0.317,0.2862,0.362471,0.393766,0.355115,2019,4,0.073668785
0.2299,0.2579,0.2726,0.2898,0.3102,0.212665,0.300431,0.375176,0.304804,2023,2,0.09081255
0.21065,0.24185,0.2716,0.2914,0.28695,0.191545,0.283175,0.287823,0.242778,2021,5,0.08998695
0.3341,0.3632,0.3542,0.3673,0.3582,0.307389,0.371753,0.393038,0.301105,2019,6,0.087273695
0.0819,0.12705,0.2354,0.27605,0.2914,0.093659,0.27421,0.213284,0.148384,2022,2,0.08272917
0.2794,0.3108,0.3227,0.3387,0.3354,0.24275,0.305808,0.35968,0.314443,2019,6,0.08581842
0.2247,0.2594,0.3185,0.3472,0.3445,0.210149,0.323518,0.350495,0.264338,2022,6,0.078171946
0.2295,0.2576,0.2786,0.297,0.2841,0.22108,0.336869,0.335906,0.268875,2020,6,0.10263166
0.07105,0.12755,0.2291,0.26205,0.27335,0.072099,0.317646,0.215539,0.12274,2019,10,0.12522171
0.1616,0.19195,0.21505,0.23275,0.2516,0.063079,0.352544,0.124046,0.069748,2019,1,0.0840552
0.28095,0.31705,0.3339,0.34995,0.34875,0.251495,0.339358,0.397204,0.279504,2020,4,0.078840695
0.0926,0.12585,0.19305,0.2163,0.2273,0.128598,0.26189,0.268119,0.207275,2019,12,0.11586397
0.13765,0.18745,0.2549,0.2833,0.29685,0.234363,0.2763,0.361949,0.338808,2019,3,0.08645888
0.0503,0.1118,0.3288,0.428,0.4442,0.448986,0.486565,0.4358,0.372385,2020,3,0.111921854
0.23575,0.25605,0.2649,0.2751,0.28225,0.199685,0.305945,0.350578,0.300005,2019,2,0.080313735
0.26215,0.3002,0.33145,0.34855,0.3523,0.258246,0.355638,0.366968,0.306743,2023,4,0.0801465
0.1698,0.1976,0.2302,0.2467,0.2558,0.153691,0.251468,0.292759,0.2543,2019,11,0.1339753
0.2262,0.2577,0.2921,0.3079,0.3196,0.406004,0.494045,0.358663,0.281168,2020,12,0.0981317
0.17195,0.1996,0.223,0.23795,0.2321,0.124638,0.277098,0.291494,0.211359,2020,6,0.10440478
0.17545,0.21695,0.27795,0.31005,0.29145,0.68451,0.697353,0.500136,0.365469,2021,9,0.14460786
0.22355,0.25455,0.27815,0.29255,0.29945,0.079318,0.287135,0.17268,0.10767,2020,3,0.10032173
0.2063,0.2311,0.2551,0.2699,0.2955,0.309946,0.464579,0.338986,0.274004,2021,1,0.10863412
0.2395,0.2671,0.2766,0.2962,0.2969,0.2224,0.297626,0.37915,0.346645,2020,5,0.07266966
0.1816,0.2157,0.24135,0.2585,0.258,0.131086,0.217505,0.218014,0.169669,2022,5,0.05940661
0.2273,0.2579,0.2832,0.2989,0.3071,0.199823,0.305478,0.336855,0.291274,2021,4,0.06477803
0.1848,0.212,0.2352,0.251,0.2752,0.074973,0.216158,0.195093,0.143613,2019,12,0.11434982
0.1427,0.167,0.1761,0.1932,0.1858,0.11163,0.185619,0.189538,0.139543,2019,6,0.085470945
0.2417,0.27435,0.2929,0.3136,0.3351,0.210479,0.307306,0.355926,0.259016,2022,12,0.09900074
0.3908,0.4093,0.3993,0.4066,0.4332,0.261354,0.3313,0.37409,0.345504,2021,1,0.10755191
0.3292,0.3673,0.3666,0.3863,0.3618,0.079208,0.403804,0.186306,0.099461,2019,8,0.13654813
0.1339,0.1842,0.2473,0.27515,0.2938,0.139763,0.281608,0.28136,0.200428,2022,10,0.117793106
0.1305,0.18275,0.2367,0.2635,0.26745,0.088943,0.257366,0.252623,0.16542,2023,6,0.12742217
0.12315,0.19005,0.3598,0.4098,0.388,0.176681,0.35979,0.319063,0.226951,2020,8,0.15222946
0.12085,0.1944,0.3231,0.37095,0.36065,0.094814,0.464125,0.251976,0.135913,2022,8,0.19087201
0.2291,0.2389,0.2308,0.2334,0.2382,0.298823,0.344665,0.366679,0.277579,2020,10,0.0966309
0.10335,0.13755,0.19975,0.22755,0.2442,0.102995,0.248071,0.219856,0.160635,2020,2,0.09630269
0.1198,0.14755,0.17695,0.19445,0.21235,0.077723,0.187805,0.231296,0.159783,2021,3,0.08426518
0.0521,0.09705,0.22315,0.24965,0.2539,0.089135,0.332703,0.157033,0.11526,2023,12,0.10273769
0.0807,0.12375,0.2482,0.2804,0.2878,0.070573,0.290655,0.199685,0.125614,2020,1,0.11481016
0.1937,0.2328,0.26805,0.29005,0.2953,0.165448,0.287094,0.291906,0.216158,2022,5,0.06040043
0.09005,0.12795,0.22395,0.26095,0.2766,0.078204,0.263746,0.201156,0.126123,2021,11,0.09771756
0.2936,0.31835,0.31695,0.3272,0.32835,0.214136,0.2895,0.33636,0.295468,2022,11,0.11434609
0.13685,0.16885,0.2008,0.2193,0.2356,0.112414,0.214453,0.278706,0.19776,2022,3,0.08156612
0.2043,0.2345,0.2628,0.2797,0.2752,0.275929,0.361138,0.441465,0.3698,2022,6,0.08450107
0.14805,0.1985,0.3177,0.35915,0.34395,0.05168,0.320548,0.153678,0.078465,2021,8,0.13187833
0.2049,0.23105,0.2419,0.2661,0.2551,0.292003,0.361,0.264448,0.202188,2021,7,0.12089092
0.2181,0.2516,0.2686,0.2904,0.2911,0.196234,0.291851,0.352723,0.310991,2020,5,0.07364538
0.187,0.213,0.24,0.2541,0.2637,0.169889,0.253874,0.276919,0.243946,2021,4,0.06334359
0.1694,0.202,0.2698,0.2961,0.3159,0.834825,0.811285,0.478178,0.36925,2020,11,0.094835214
0.0971,0.1878,0.4094,0.5024,0.4854,0.74094,0.77141,0.589305,0.422573,2022,8,0.20936486
0.2092,0.2403,0.2874,0.3074,0.3292,0.207454,0.311968,0.34318,0.30666,2021,2,0.08425322
0.14755,0.1868,0.24055,0.2665,0.2835,0.267899,0.386836,0.369236,0.314401,2022,12,0.0952688
0.22295,0.2492,0.27965,0.2983,0.3179,0.200978,0.294725,0.33218,0.297035,2020,11,0.09748897
0.1754,0.2121,0.25965,0.29095,0.28895,0.265438,0.348433,0.375011,0.289913,2020,6,0.10745876
0.0915,0.1339,0.2012,0.2231,0.2357,0.10877,0.233001,0.270841,0.198778,2021,11,0.10240744
0.1373,0.1617,0.19715,0.21275,0.2239,0.118134,0.275365,0.249556,0.201514,2019,12,0.12306531
0.1455,0.2094,0.3343,0.3765,0.3807,0.201473,0.436983,0.337405,0.2477,2023,8,0.13555604
0.369,0.3992,0.39925,0.4104,0.4064,0.315433,0.373568,0.4149,0.382395,2022,5,0.060341015
0.1451,0.1918,0.2729,0.3085,0.3229,0.187035,0.295413,0.292443,0.26794,2019,3,0.07980377
0.07045,0.12735,0.2761,0.32505,0.3405,0.06103,0.340925,0.15486,0.09205,2022,2,0.0842814
0.1762,0.2152,0.2669,0.2918,0.3016,0.132571,0.276685,0.296856,0.224201,2022,10,0.11633676
0.266,0.2899,0.3005,0.3099,0.3181,0.25474,0.31689,0.384568,0.367848,2020,2,0.107121766
0.2769,0.3304,0.3507,0.37465,0.38095,0.238075,0.354029,0.363296,0.275943,2022,10,0.11144582
0.1866,0.2326,0.2811,0.30125,0.30755,0.239395,0.323958,0.355115,0.331878,2021,10,0.12242107
0.1338,0.16955,0.22995,0.2586,0.26735,0.124418,0.253434,0.281924,0.22097,2023,10,0.115336455
0.1081,0.1662,0.2729,0.3093,0.2912,0.291425,0.424553,0.394069,0.306303,2022,7,0.19373843
0.04735,0.0896,0.2145,0.26595,0.2839,0.179445,0.363778,0.261038,0.222675,2021,1,0.10796098
0.0825,0.1342,0.25965,0.2977,0.30235,0.092586,0.245803,0.160195,0.127401,2023,12,0.10494403
0.3285,0.38515,0.4409,0.45475,0.44335,0.071219,0.309053,0.175375,0.093068,2021,9,0.16339429
0.197,0.2238,0.2544,0.2705,0.2839,0.176186,0.267968,0.310675,0.278418,2021,4,0.065749824
0.21675,0.25875,0.2986,0.3204,0.31635,0.17752,0.323889,0.337859,0.272588,2023,6,0.12239697
0.1569,0.1848,0.20605,0.2232,0.24055,0.138154,0.247494,0.293584,0.220516,2021,3,0.08201199
0.1482,0.1679,0.1465,0.1564,0.1421,0.204278,0.304845,0.380223,0.303333,2020,6,0.11189467
0.2648,0.2903,0.3105,0.3212,0.3329,0.249515,0.31414,0.365689,0.343675,2020,11,0.10427093
0.1625,0.2232,0.3295,0.3714,0.3792,0.122891,0.291535,0.219128,0.168431,2020,3,0.10182234
0.30445,0.331,0.3348,0.3498,0.3449,0.150213,0.268229,0.333624,0.243286,2019,5,0.07536471
0.1248,0.15535,0.1848,0.20025,0.2016,0.146418,0.25045,0.242956,0.174193,2019,11,0.1256473
0.2885,0.3197,0.3301,0.3432,0.3564,0.221781,0.316656,0.355459,0.311005,2022,3,0.08217162
0.1487,0.2034,0.2985,0.3333,0.339,0.142169,0.338766,0.343276,0.262041,2021,6,0.10641889
0.255,0.2924,0.3102,0.3274,0.3288,0.339083,0.406251,0.297585,0.275269,2020,4,0.07736587
0.2035,0.2294,0.2458,0.2612,0.2715,0.182608,0.255304,0.306055,0.260433,2023,11,0.101277016
0.1437,0.1761,0.2084,0.2282,0.246,0.135074,0.260625,0.303181,0.23439,2020,5,0.07464975
0.29375,0.3264,0.3332,0.3474,0.33355,0.243548,0.322583,0.39334,0.339344,2020,6,0.10567918
0.28,0.30195,0.3043,0.3143,0.31055,0.638008,0.647468,0.3148,0.305368,2021,5,0.08526344
0.2384,0.2587,0.2611,0.2703,0.2812,0.057868,0.311266,0.174908,0.109155,2020,1,0.11815821
0.1568,0.1836,0.2081,0.22865,0.24225,0.152523,0.245638,0.33515,0.27883,2021,4,0.06894975
0.1527,0.18925,0.22355,0.24095,0.26005,0.172666,0.263389,0.321978,0.256473,2022,2,0.08567823
0.2629,0.2893,0.2996,0.3143,0.2933,0.256583,0.298988,0.42557,0.347663,2019,8,0.14594232
0.2847,0.3227,0.3361,0.355,0.3433,0.153829,0.301119,0.250973,0.186334,2021,7,0.120677225
0.2658,0.2887,0.2886,0.2993,0.30025,0.261464,0.349134,0.431015,0.385901,2019,5,0.074606
0.0722,0.16,0.2714,0.3232,0.3387,0.094085,0.340513,0.181343,0.103476,2019,10,0.12438204
0.1985,0.2264,0.2359,0.2506,0.2574,0.562218,0.586418,0.26893,0.257188,2020,5,0.07249269
0.2078,0.24935,0.3025,0.32675,0.32315,0.173189,0.298424,0.296733,0.253888,2023,10,0.11241011
0.25055,0.28235,0.29725,0.31605,0.3114,0.226745,0.31667,0.401673,0.363008,2021,5,0.08605995
0.1985,0.2353,0.2731,0.3069,0.2915,0.25265,0.334889,0.400105,0.338588,2020,7,0.12632814
0.2297,0.27725,0.33995,0.36555,0.34795,0.251,0.334958,0.38333,0.301985,2020,7,0.12462158
0.23235,0.26805,0.29375,0.31245,0.3359,0.080871,0.247013,0.172708,0.1344,2023,1,0.08473331
0.2427,0.27055,0.28705,0.30575,0.32925,0.215085,0.31073,0.396283,0.34879,2021,4,0.06836854
0.1311,0.1674,0.2052,0.2269,0.2449,0.128873,0.264461,0.307389,0.220736,2022,12,0.102617286
0.2535,0.2751,0.2765,0.2857,0.29,0.221878,0.294285,0.377211,0.348845,2019,3,0.08022243
0.19275,0.22345,0.24745,0.26405,0.27195,0.179981,0.278528,0.36859,0.316533,2021,3,0.079971276
0.19165,0.21805,0.2307,0.24435,0.2494,0.19644,0.310593,0.362334,0.320396,2019,5,0.07136076
0.1304,0.209,0.3647,0.4013,0.3779,0.425625,0.613546,0.416083,0.296568,2021,9,0.15613146
0.2635,0.3001,0.3202,0.3367,0.3478,0.22922,0.31029,0.365758,0.319131,2022,4,0.0585744
0.1167,0.15395,0.19335,0.21445,0.20745,0.063643,0.355761,0.172983,0.094553,2020,9,0.14336257
0.1956,0.2228,0.2546,0.2694,0.2831,0.119578,0.267019,0.257573,0.187241,2021,12,0.1004276
0.2883,0.3053,0.3118,0.3193,0.3178,0.348653,0.424841,0.388816,0.298259,2022,7,0.19110787
0.21255,0.2433,0.2711,0.29245,0.28955,0.230925,0.396434,0.35396,0.281649,2019,6,0.087666795
0.17055,0.18835,0.19775,0.20925,0.2205,0.663335,0.651758,0.411545,0.284055,2020,1,0.121228464
0.13235,0.1614,0.19705,0.21965,0.23365,0.128323,0.233936,0.247494,0.179046,2021,3,0.086007185
0.1327,0.1734,0.2278,0.2512,0.2581,0.116126,0.262083,0.298933,0.216213,2023,5,0.089628816
0.1827,0.20955,0.23565,0.25095,0.24945,0.144273,0.24055,0.255139,0.208636,2019,6,0.08538552
0.19535,0.2347,0.2733,0.29715,0.31515,0.16135,0.302948,0.34329,0.252733,2021,4,0.06732409
0.25825,0.2929,0.31185,0.33185,0.3149,0.093521,0.423466,0.249873,0.149924,2020,8,0.15257579
0.1598,0.1932,0.2461,0.2726,0.2761,0.128268,0.294643,0.222084,0.16102,2020,5,0.07461325
0.3028,0.3328,0.3343,0.34895,0.32705,0.262756,0.359955,0.318829,0.273316,2020,7,0.12306241
0.1089,0.1455,0.1823,0.2033,0.2287,0.112579,0.23032,0.279476,0.200964,2020,2,0.09589096
0.28135,0.3118,0.3253,0.3371,0.34025,0.167304,0.259924,0.287314,0.237319,2020,3,0.10647299
0.06475,0.1194,0.29905,0.3486,0.34545,0.066544,0.298603,0.140491,0.083443,2022,12,0.101298675
0.2092,0.2456,0.2921,0.3106,0.2876,0.290504,0.349478,0.357659,0.287946,2019,7,0.11243655
0.27165,0.2949,0.29895,0.3084,0.31545,0.320135,0.390948,0.41699,0.358855,2019,4,0.074457325
0.1941,0.2201,0.25,0.2671,0.2601,0.201486,0.268861,0.306756,0.277111,2020,5,0.07320156
0.2053,0.241,0.3072,0.3307,0.33025,0.282818,0.342658,0.365359,0.312683,2021,10,0.12173872
0.1576,0.1867,0.2185,0.2316,0.2415,0.177919,0.246298,0.303855,0.270594,2022,2,0.088730514
0.0909,0.16055,0.28615,0.32735,0.3272,0.094594,0.345875,0.254396,0.150144,2023,9,0.13404569
0.2345,0.2709,0.2998,0.3282,0.3136,0.265768,0.31337,0.383688,0.34978,2020,6,0.10133487
0.19855,0.2361,0.29775,0.32125,0.33715,0.1883,0.338478,0.312408,0.255936,2020,10,0.10650501
0.1954,0.2329,0.3002,0.3204,0.335,0.272161,0.31667,0.373581,0.345573,2019,1,0.08515143
0.15825,0.1938,0.26005,0.28995,0.29805,0.229564,0.304584,0.368356,0.331383,2020,3,0.10642108
0.1927,0.23195,0.2951,0.32975,0.30955,0.218303,0.364685,0.291631,0.222538,2020,7,0.12826468
0.248,0.27775,0.29415,0.3063,0.3011,0.245349,0.321606,0.348653,0.304185,2020,4,0.07314924
0.2521,0.2835,0.2954,0.31125,0.3247,0.231406,0.307595,0.38795,0.362719,2022,3,0.08615457
0.1596,0.1786,0.2064,0.2176,0.2239,0.14056,0.214233,0.213435,0.173808,2021,11,0.10394785
0.2961,0.3248,0.3244,0.34,0.3333,0.269535,0.327643,0.394413,0.362568,2020,4,0.07638805
0.146,0.1981,0.3183,0.3497,0.36445,0.127401,0.327079,0.244648,0.194061,2022,2,0.08398387
0.2327,0.2605,0.2785,0.2946,0.2904,0.213215,0.284495,0.345518,0.312298,2020,4,0.07545666
0.2652,0.2927,0.2982,0.3133,0.3216,0.237539,0.294065,0.362361,0.322143,2022,5,0.05983321
0.0743,0.1649,0.3125,0.3481,0.3483,0.231915,0.333583,0.3599,0.314415,2022,9,0.16042091
0.0848,0.145,0.3031,0.3625,0.3449,0.077888,0.431139,0.216268,0.111534,2019,8,0.14175388
0.0697,0.1135,0.285,0.3649,0.3784,0.1443,0.2081,0.229949,0.201046,2019,2,0.09388109
0.1364,0.2002,0.3422,0.3873,0.3739,0.080349,0.379961,0.184395,0.102514,2019,8,0.14501113
0.0446,0.0918,0.2679,0.3967,0.3736,0.233785,0.442689,0.296128,0.215456,2022,8,0.18224835
0.05275,0.10415,0.25995,0.3044,0.3171,0.084474,0.294175,0.176681,0.119591,2021,12,0.101459324
0.2176,0.2392,0.24925,0.2602,0.27235,0.250354,0.295715,0.358704,0.33559,2019,1,0.09107273
0.2451,0.2776,0.3223,0.3461,0.3511,0.108371,0.217354,0.300074,0.217299,2019,5,0.071908765
0.13835,0.18595,0.2733,0.30685,0.3258,0.235614,0.288744,0.270635,0.224298,2023,1,0.091651835
0.2981,0.3062,0.3085,0.3305,0.3504,0.070504,0.232974,0.126714,0.066351,2022,7,0.1972598
0.2305,0.2584,0.2789,0.2897,0.3041,0.176998,0.299606,0.257834,0.206175,2022,1,0.122301795
0.1382,0.1689,0.2336,0.2515,0.2594,0.136958,0.223954,0.256651,0.22834,2021,11,0.102224
0.1928,0.226,0.262,0.28675,0.30575,0.155768,0.28939,0.362293,0.28026,2021,4,0.06531469
0.1082,0.16385,0.32195,0.38945,0.37825,0.188341,0.327134,0.328481,0.26717,2021,8,0.12645353
0.217,0.2585,0.3078,0.3325,0.32135,0.251633,0.336195,0.392213,0.330461,2021,8,0.11965825
0.1338,0.1775,0.2407,0.2744,0.2775,0.288634,0.391071,0.251413,0.230678,2023,3,0.10314755
0.09205,0.1398,0.23415,0.2707,0.26715,0.105938,0.246188,0.178098,0.115934,2022,9,0.14650479
0.2371,0.26895,0.2922,0.31205,0.33345,0.2048,0.304983,0.39356,0.33229,2021,4,0.07018422
0.2806,0.31355,0.33305,0.34895,0.34915,0.148961,0.351746,0.296196,0.223404,2019,5,0.07239919
0.2466,0.2872,0.30385,0.3269,0.33485,0.096808,0.236645,0.238969,0.179253,2022,11,0.10111286
0.1395,0.1731,0.2231,0.2429,0.2431,0.092339,0.181865,0.206835,0.158999,2022,11,0.09296598
0.2446,0.2734,0.2927,0.3067,0.3266,0.208458,0.292346,0.350234,0.309685,2022,3,0.07889828
0.1324,0.165,0.24595,0.27825,0.28465,0.096918,0.25573,0.17213,0.124803,2021,2,0.08433051
0.1085,0.1316,0.1915,0.2109,0.208,0.380498,0.441465,0.3885,0.324769,2019,12,0.11672891
0.2463,0.2854,0.3211,0.3362,0.3378,0.210754,0.296581,0.322995,0.26354,2019,10,0.12715416
0.17335,0.1991,0.2232,0.2435,0.2537,0.166259,0.26398,0.340691,0.277606,2020,5,0.07505338
0.3116,0.3334,0.3308,0.3467,0.3315,0.320135,0.392116,0.348075,0.315886,2022,6,0.08268339
0.17195,0.197,0.2188,0.22965,0.23745,0.153458,0.22977,0.265575,0.234418,2023,11,0.10322637
0.11415,0.14345,0.18935,0.20465,0.21515,0.094828,0.194185,0.221108,0.171223,2021,11,0.10298353
0.2362,0.2561,0.2606,0.2683,0.2748,0.271804,0.357686,0.387098,0.355981,2019,2,0.084537916
0.07805,0.1276,0.2657,0.309,0.32955,0.120045,0.196028,0.273605,0.226773,2023,1,0.08448941
0.2213,0.2507,0.2689,0.2925,0.2794,0.140986,0.28675,0.295344,0.221919,2021,6,0.10743165
0.18285,0.2241,0.29035,0.31825,0.3022,0.09524,0.217931,0.125916,0.081724,2020,7,0.12592173
0.25185,0.28125,0.30105,0.32155,0.33945,0.311486,0.365703,0.402786,0.371986,2019,5,0.07537226
0.20425,0.2408,0.2787,0.30775,0.304,0.263045,0.306206,0.373994,0.33262,2020,6,0.10257117
0.1721,0.1945,0.2152,0.2275,0.2366,0.131774,0.223569,0.276506,0.216845,2020,11,0.0994646
0.244,0.27045,0.28525,0.2881,0.29655,0.098155,0.171415,0.151478,0.124583,2019,12,0.114666335
0.2696,0.3003,0.30625,0.3204,0.31385,0.092683,0.35363,0.194144,0.112744,2021,6,0.100632444
0.18965,0.2317,0.27535,0.30685,0.2966,0.138855,0.31931,0.334215,0.231998,2021,7,0.12267868
0.0878,0.1565,0.3511,0.4073,0.4083,0.058404,0.380291,0.207935,0.106185,2023,9,0.14190981
0.13735,0.183,0.26895,0.3027,0.2851,0.500618,0.573025,0.52941,0.40478,2019,7,0.12258581
0.1065,0.158,0.3008,0.3431,0.3447,0.048848,0.362953,0.162313,0.090304,2020,2,0.094059065
0.16875,0.20265,0.2648,0.29185,0.2932,0.131829,0.284344,0.266799,0.200455,2019,11,0.12906426
0.14855,0.16735,0.1727,0.1883,0.1887,0.262921,0.314731,0.38476,0.34813,2021,6,0.10839244
0.11155,0.1524,0.2372,0.26805,0.28545,0.107244,0.253021,0.251151,0.192081,2020,2,0.09642037
0.0824,0.1058,0.1393,0.1535,0.1543,0.068703,0.164499,0.147229,0.099544,2019,11,0.12792324
0.2396,0.2838,0.3249,0.3479,0.3397,0.084845,0.368563,0.199768,0.107684,2023,8,0.1352516
0.26315,0.2903,0.3,0.31225,0.31855,0.415175,0.448079,0.281415,0.27707,2022,3,0.083884105
0.28195,0.30595,0.3043,0.31495,0.30535,0.262234,0.306591,0.385571,0.355734,2019,6,0.082103014
0.298,0.3249,0.327,0.3422,0.3241,0.198888,0.26409,0.314278,0.259223,2021,6,0.106142394
0.1669,0.1926,0.2058,0.223,0.2235,0.191751,0.267294,0.281415,0.22207,2022,5,0.0580221
0.1925,0.2297,0.2624,0.2857,0.2869,0.2378,0.400078,0.361165,0.268353,2019,6,0.087188914
0.13915,0.17015,0.21535,0.2354,0.25455,0.13594,0.33999,0.257339,0.197499,2022,1,0.11819287
0.1357,0.1838,0.2633,0.2844,0.2898,0.232493,0.27289,0.316766,0.28268,2022,9,0.15843734
0.2894,0.3174,0.3225,0.331,0.3375,0.260749,0.308736,0.411064,0.366679,2019,4,0.07249359
0.1375,0.18065,0.2249,0.2457,0.26,0.2301,0.35066,0.37486,0.327038,2019,3,0.07877288
0.1429,0.19585,0.31265,0.3403,0.35265,0.134455,0.285265,0.260818,0.21206,2022,1,0.11950106
0.14305,0.1631,0.1842,0.20185,0.2262,0.219678,0.294725,0.344885,0.32459,2019,12,0.12032743
0.13325,0.15945,0.17655,0.1931,0.20965,0.165915,0.270745,0.288648,0.204058,2022,4,0.059130233
0.266,0.2949,0.3087,0.3225,0.3267,0.256816,0.331671,0.401714,0.36034,2023,5,0.08339557
0.1853,0.2253,0.2903,0.3281,0.3158,0.088489,0.454665,0.213421,0.113019,2019,9,0.1292369
0.30135,0.32975,0.3333,0.34945,0.3461,0.273756,0.341489,0.41303,0.374406,2019,5,0.08194791
0.0869,0.1297,0.2905,0.3469,0.3501,0.082576,0.379879,0.17664,0.104975,2021,3,0.073734604
0.1615,0.1911,0.2274,0.2473,0.2624,0.260845,0.31392,0.37233,0.35484,2021,12,0.10082929
0.2187,0.2401,0.25055,0.25805,0.26155,0.043114,0.29962,0.115563,0.059669,2020,3,0.089614004
0.29055,0.31475,0.3119,0.32195,0.32285,0.261093,0.300651,0.35088,0.303924,2022,5,0.059064776
0.1549,0.1919,0.241,0.2654,0.2639,0.161433,0.281539,0.284756,0.233744,2023,10,0.114015035
0.1296,0.169,0.2205,0.2446,0.2515,0.123524,0.255194,0.255593,0.190541,2023,3,0.09449275
0.04215,0.0897,0.25615,0.3173,0.3267,0.042935,0.361234,0.134111,0.068414,2020,2,0.09570268
0.22925,0.26135,0.28555,0.30185,0.3234,0.204223,0.295825,0.353094,0.323545,2022,2,0.084905446
0.18495,0.22505,0.2771,0.30945,0.31135,0.259223,0.326749,0.353671,0.30435,2022,6,0.07754812
0.0848,0.1266,0.2027,0.2287,0.2429,0.114449,0.268229,0.26849,0.191903,2019,10,0.13469984
0.26015,0.28555,0.28945,0.2983,0.301,0.245995,0.298561,0.373471,0.341585,2020,5,0.07287988
0.2245,0.2579,0.28555,0.3046,0.3039,0.213614,0.292388,0.305876,0.24913,2022,5,0.0577576
0.1388,0.1633,0.1891,0.2072,0.2073,0.108358,0.197705,0.202669,0.150556,2021,5,0.0872878
0.1254,0.1545,0.2024,0.2248,0.2321,0.098815,0.295908,0.243438,0.192783,2019,10,0.13079809
0.0414,0.0959,0.2382,0.3063,0.2999,0.092875,0.336663,0.257573,0.16498,2020,9,0.13849026
0.2418,0.2678,0.2768,0.2853,0.2834,0.331163,0.503395,0.219183,0.193896,2019,3,0.08061666
0.2492,0.2689,0.2708,0.2818,0.2812,0.269576,0.336786,0.418613,0.370529,2019,3,0.08143549
0.1081,0.1573,0.289,0.3432,0.3397,0.104301,0.344005,0.222221,0.139584,2023,9,0.13492987
0.2226,0.2551,0.2846,0.3041,0.2903,0.118258,0.261615,0.24418,0.175623,2021,7,0.12266531
0.0706,0.1144,0.2235,0.26,0.2708,0.087774,0.250945,0.185784,0.13055,2022,12,0.09979288
0.1222,0.1585,0.2161,0.2419,0.2548,0.110503,0.278624,0.281168,0.180339,2022,12,0.09736923
0.1599,0.191,0.2225,0.2437,0.2447,0.140244,0.247288,0.239106,0.186568,2020,4,0.0830076
0.22195,0.25565,0.28275,0.3032,0.3115,0.207715,0.307128,0.35418,0.314773,2021,11,0.098118186
0.2439,0.2792,0.305,0.32485,0.3338,0.224243,0.332689,0.364465,0.304529,2019,4,0.071224816
0.1485,0.19305,0.28125,0.31925,0.3102,0.253516,0.33064,0.378751,0.334669,2020,6,0.101107374
0.4398,0.4832,0.48155,0.4877,0.47445,0.386438,0.465198,0.474933,0.3984,2021,7,0.11619846
0.14645,0.18595,0.23665,0.2621,0.27585,0.153911,0.269425,0.293378,0.24011,2023,11,0.10677778
0.0769,0.1247,0.267,0.31755,0.33495,0.210919,0.31876,0.352833,0.276506,2023,1,0.088427566
0.3002,0.3278,0.3321,0.3443,0.3451,0.278088,0.336635,0.404505,0.37684,2019,4,0.08619575
0.18545,0.2275,0.2981,0.331,0.33505,0.145043,0.321964,0.319049,0.243671,2023,4,0.08121475
0.1401,0.1736,0.2225,0.2468,0.26665,0.131238,0.274018,0.286681,0.192384,2022,12,0.097483434
0.3065,0.3323,0.3348,0.3461,0.3361,0.275943,0.326598,0.399528,0.367545,2021,5,0.0932053
0.21135,0.25305,0.28685,0.30685,0.3133,0.217519,0.33196,0.398331,0.317454,2023,3,0.09506042
0.2947,0.3232,0.3293,0.3445,0.3447,0.278376,0.341723,0.407668,0.361839,2019,6,0.089691274
0.19205,0.2392,0.32345,0.35145,0.34105,0.260666,0.459079,0.332208,0.227515,2019,9,0.13348104
0.2569,0.2797,0.2853,0.2977,0.3049,0.248085,0.299043,0.357411,0.329581,2021,3,0.08047628
0.0276,0.0843,0.3295,0.4355,0.4467,0.223445,0.290325,0.371588,0.34461,2019,2,0.0777014
0.2046,0.2321,0.2559,0.2697,0.2805,0.180614,0.267198,0.342465,0.295578,2020,1,0.1162284
0.2572,0.2792,0.2849,0.2921,0.2989,0.130591,0.268683,0.313233,0.23043,2020,12,0.10053425
0.057,0.0998,0.2417,0.2767,0.2798,0.066475,0.239189,0.193113,0.127594,2022,12,0.12044596
0.2508,0.2698,0.2638,0.2677,0.2661,0.275186,0.309946,0.329045,0.239134,2023,4,0.07912007
0.2217,0.25145,0.2734,0.2926,0.30535,0.216171,0.315281,0.392323,0.324604,2019,4,0.07454981
0.2516,0.2857,0.3062,0.325,0.3126,0.552593,0.601488,0.243204,0.223431,2021,6,0.1034581
0.2015,0.2351,0.25525,0.27615,0.29065,0.235848,0.34351,0.325993,0.28851,2023,2,0.093390875
0.09385,0.1504,0.25315,0.29665,0.29035,0.089988,0.327656,0.254864,0.15739,2023,9,0.13540956
0.3174,0.3545,0.3551,0.3761,0.3637,0.192865,0.326405,0.419438,0.337584,2019,5,0.06474872
0.15525,0.17845,0.19455,0.2089,0.2175,0.138236,0.218468,0.230018,0.176131,2019,4,0.074612975
