S2_B4,S2_B5,S2_B6,S2_B7,S2_B8,L8_B4,L8_B5,L8_B6,L8_B7,Year,Month,sm_surface
0.28115,0.30655,0.3192,0.3295,0.3424,0.289871,0.388871,0.334476,0.302769,2019,1,0.06037
0.236,0.25905,0.27245,0.28555,0.3014,0.109045,0.252293,0.26464,0.184258,2019,1,0.100442
0.2495,0.274,0.2859,0.3008,0.3153,0.24495,0.303498,0.359763,0.328605,2019,1,0.101249
0.0638,0.129,0.316,0.3648,0.3841,0.048408,0.288744,0.124143,0.070683,2019,1,0.091819
0.23745,0.25615,0.2576,0.2668,0.27335,0.150171,0.261148,0.341819,0.265891,2019,1,0.083544
0.16925,0.18675,0.19785,0.21035,0.22695,0.269838,0.339316,0.347993,0.32646,2019,1,0.10248
0.2154,0.2439,0.2624,0.2777,0.2953,0.197293,0.343895,0.251316,0.189043,2019,1,0.024664
0.1632,0.19715,0.2411,0.2631,0.28285,0.240151,0.308929,0.375809,0.351169,2019,1,0.092123
0.2455,0.2637,0.2673,0.275,0.2851,0.391498,0.460688,0.326749,0.295633,2019,1,0.020035
0.2531,0.2732,0.2742,0.282,0.2911,0.218605,0.311583,0.345614,0.300816,2019,1,0.079532
0.2329,0.2526,0.2593,0.2673,0.278,0.159865,0.237126,0.290916,0.25474,2019,1,0.074093
0.2647,0.2933,0.3223,0.3319,0.3428,0.121365,0.29731,0.257999,0.191449,2019,1,0.068131
0.0836,0.1314,0.2764,0.32345,0.34455,0.210919,0.290311,0.343606,0.302246,2019,1,0.087063
0.11725,0.1492,0.22995,0.2588,0.271,0.261134,0.323985,0.383688,0.342286,2019,1,0.074335
0.1915,0.2169,0.2452,0.2629,0.2769,0.272863,0.360024,0.276933,0.259635,2019,1,0.09283
0.0663,0.11765,0.29445,0.35695,0.3771,0.198379,0.282694,0.337914,0.29445,2019,1,0.078616
0.05885,0.1153,0.3098,0.3727,0.391,0.220434,0.330943,0.280288,0.241925,2019,1,0.095653
0.247,0.26825,0.27535,0.2847,0.2959,0.045905,0.331699,0.139845,0.07236,2019,1,0.1049
0.0991,0.14355,0.27415,0.31605,0.3205,0.111891,0.255125,0.245775,0.189785,2019,1,0.088197
0.188,0.2171,0.2442,0.2658,0.2862,0.229949,0.285279,0.360588,0.331259,2019,1,0.083984
0.1075,0.1628,0.3157,0.3497,0.3606,0.218729,0.29247,0.353905,0.322734,2019,1,0.215137
0.2299,0.25475,0.2737,0.28785,0.30465,0.2103,0.308901,0.35847,0.309438,2019,1,0.070113
0.29415,0.31465,0.31775,0.3268,0.34415,0.121516,0.29192,0.243548,0.15684,2019,1,0.088096
0.1005,0.1248,0.1789,0.1973,0.204,0.148645,0.269686,0.24374,0.198406,2019,1,0.101595
0.1838,0.2198,0.2798,0.3014,0.3182,0.522618,0.657519,0.218248,0.215869,2019,1,0.122297
0.1023,0.1488,0.252,0.2752,0.2811,0.237443,0.310593,0.366253,0.340238,2019,1,0.088585
0.2199,0.2478,0.27465,0.28825,0.3081,0.12791,0.26662,0.284385,0.19908,2019,1,0.08395
0.0687,0.12865,0.32195,0.37155,0.39775,0.405,0.460715,0.262701,0.256734,2019,1,0.080062
0.0592,0.1153,0.2624,0.3134,0.3208,0.210465,0.271488,0.341558,0.296416,2019,1,0.084718
0.2374,0.257,0.25955,0.2655,0.2698,0.19512,0.248511,0.254658,0.237594,2019,1,0.088094
0.11545,0.16145,0.24905,0.279,0.29615,0.149539,0.283038,0.234445,0.191751,2019,1,0.087464
0.1522,0.1771,0.207,0.2215,0.2322,0.204814,0.275118,0.286475,0.230499,2019,1,0.105068
0.2408,0.2639,0.2736,0.2848,0.3027,0.288936,0.3346,0.410775,0.377486,2019,1,0.215579
0.2094,0.2408,0.2859,0.3029,0.3186,0.086756,0.285829,0.166575,0.111355,2019,1,0.042838
0.27055,0.29505,0.3075,0.3202,0.33585,0.226498,0.273454,0.349436,0.322019,2019,1,0.10603
0.2622,0.2795,0.281,0.2877,0.2989,0.196096,0.283285,0.346054,0.308173,2019,1,0.087664
0.1002,0.1465,0.2397,0.2635,0.2765,0.164526,0.292731,0.327794,0.258989,2019,1,0.108716
0.19075,0.2201,0.2481,0.26615,0.28315,0.195808,0.271818,0.305203,0.273124,2019,1,0.112336
0.10235,0.1391,0.1696,0.18825,0.20875,0.148755,0.314828,0.300308,0.226456,2019,1,0.091797
0.2385,0.2614,0.2671,0.2768,0.2869,0.276974,0.421995,0.320121,0.247315,2019,1,0.088127
0.2037,0.2341,0.267,0.2888,0.3061,0.234101,0.300184,0.363255,0.33559,2019,1,0.086413
