S2_B4,S2_B5,S2_B6,S2_B7,S2_B8,L8_B4,L8_B5,L8_B6,L8_B7,Year,Month,sm_surface
0.1499,0.1917,0.2283,0.2516,0.266,0.133286,0.258631,0.265754,0.192535,2019,1,0.089633
0.0667,0.1072,0.18925,0.21855,0.23655,0.067823,0.174358,0.157294,0.094415,2019,1,0.098496
0.0412,0.0886,0.2199,0.2623,0.2755,0.024964,0.223088,0.11559,0.052354,2019,1,0.102251
0.10725,0.12995,0.15595,0.1714,0.18195,0.09139,0.179198,0.1718,0.12318,2019,1,0.171834
0.0571,0.04765,0.0312,0.02935,0.02685,0.020165,7.62E-05,0.007185,0.007295,2019,1,0.090491
0.1633,0.1865,0.19905,0.2106,0.2172,0.144974,0.221809,0.239835,0.188603,2019,1,0.110535
0.1332,0.16725,0.22145,0.24545,0.2549,0.132063,0.218935,0.23802,0.170755,2019,1,0.196392
0.0638,0.0852,0.11995,0.13555,0.1463,0.045465,0.124046,0.095941,0.054856,2019,1,0.212602
0.0482,0.0978,0.3079,0.4272,0.4349,0.192604,0.504344,0.294629,0.207894,2019,1,0.174448
0.1029,0.13335,0.1851,0.2066,0.2242,0.094016,0.225274,0.252059,0.182855,2019,1,0.181781
0.14475,0.1844,0.23435,0.25795,0.276,0.122259,0.262358,0.272519,0.191201,2019,1,0.091463
0.088,0.12,0.1899,0.2151,0.224,0.073873,0.211964,0.1553,0.09997,2019,1,0.167421
0.03395,0.02875,0.01985,0.0189,0.0177,0.011681,-0.00487,0.006085,0.006841,2019,1,0.210022
0.03975,0.0337,0.02275,0.02245,0.02065,0.016109,0.000282,0.007804,0.007488,2019,1,0.160453
0.1282,0.1565,0.19425,0.21395,0.226,0.114724,0.213628,0.275448,0.213559,2019,1,0.202132
0.0997,0.1134,0.1205,0.1261,0.1291,0.094429,1.19E-01,0.117886,0.100932,2019,1,0.193188
0.14055,0.1583,0.1757,0.1864,0.1905,0.125284,0.192769,0.201088,0.167592,2019,1,0.076832
